顧客ID,性別,高齢者,既婚者,音声通話,インターネット,契約期間,支払方法,国際通話,通話分数_昼,通話回数_昼,通話分数_夕,通話回数_夕,通話分数_夜,通話回数_夜,サービスコール,月間支払額,解約
3043-TYBNO,M,0,0,1,1,0,0,0,71.97,31,80.03,28.33,52.23,41,1,65.63,0
3055-OYMSE,F,1,0,1,2,0,3,0,2.67,2.45,3.52,2.15,3.96,2.09,0.02,75.55,0
3055-VTCGS,F,0,0,1,1,1,3,0,3.12,1.56,2.79,1.76,3.52,1.97,0,55.61,0
3061-BCKYI,M,0,0,1,0,0,0,0,17.09,8.14,10.71,8.21,11.49,5.79,0.36,20.27,0
3067-SVMTC,F,0,1,1,1,1,2,0,1.72,1.28,2.63,1.37,2.68,2.21,0.01,56.6,0
3070-BDOQC,F,0,0,1,2,2,1,0,2.33,1.98,4.82,1.75,2.16,1.62,0,99.02,0
3070-FNFZQ,F,0,1,1,0,2,2,0,12.27,3.04,6.61,3.87,9.8,4.04,0.04,20.82,0
3071-VBYPO,M,0,1,1,2,0,1,0,44.4,45,72.4,19.33,23.53,26.33,0.33,82.8,0
3077-RSNTJ,F,0,1,1,0,0,0,1,20.87,15.5,34.4,19.83,21.55,23.17,0,18.92,0
3078-ZKNTS,F,0,1,1,0,2,2,0,15.73,4.85,16.06,7.31,17.23,9.15,0,18.98,0
3079-BCHLN,M,0,1,1,0,1,2,0,4.01,3.23,3.16,2.45,3.83,1.87,0.04,20.06,0
3082-WQRVY,M,1,1,1,0,1,0,0,17.16,10.43,11.76,5.93,17.19,7.57,0.07,16.34,0
3088-FVYWK,M,0,1,1,0,2,3,0,2.63,1.36,6.28,3.21,4.03,1.98,0.04,25.21,0
3090-QFUVD,F,0,0,1,0,0,3,0,286.6,79,315.3,102,193.9,101,1,20.3,0
3096-IZETN,F,0,0,1,2,0,2,0,23.87,10.42,17.14,6.17,15.95,11.75,0.08,78.94,1
3097-FQTVJ,F,0,0,1,0,2,0,0,3.76,2.32,5.02,2.59,5.7,1.83,0.02,19.76,0
3097-NNSPB,F,0,0,1,1,0,3,0,100.7,50,123.25,58.5,77.4,65.5,1,45.55,1
3097-PYWXL,F,0,1,1,0,0,1,0,59.3,31,55.65,21.75,43.33,20.25,0.25,20.73,0
3099-OONVS,M,0,1,1,1,0,1,0,6.93,3.72,5.25,3.2,6.84,4.16,0,51.87,0
3104-OWCGK,M,0,1,1,2,1,1,1,3.85,2.2,4.05,1.65,3.04,0.95,0,90.89,1
3113-IWHLC,M,0,0,1,1,0,0,0,41.02,17.2,32.1,19,29.9,28.4,0.6,54.88,0
3115-JPJDD,F,0,1,1,2,1,3,0,4.1,1.95,2.86,2.25,2.88,2.07,0.03,78.64,0
3125-RAHBV,M,0,0,1,0,1,3,0,6.83,3.18,8.44,4.45,9.66,5.82,0.05,21.24,0
3128-YOVTD,F,0,1,1,2,0,2,0,4.23,2.75,2.87,1.65,5.19,1.63,0.06,78.8,0
3131-NWVFJ,F,0,1,1,0,1,0,0,13.34,7.71,23.93,6.14,13.37,8.5,0.07,21.04,0
3137-NYQQI,M,0,1,1,1,1,0,0,7.36,4.65,10.46,6.18,13.67,5.24,0.06,69.15,0
3138-BKYAV,M,0,0,1,2,0,1,0,14.53,15.33,28.22,18.33,27.78,13.33,1,81.58,1
3144-AUDBS,F,0,1,1,1,0,1,0,28.28,19.17,23.57,20.5,42.17,19.17,0.67,45.13,1
3146-JTQHR,M,0,1,1,0,1,2,0,26.08,8.7,25.81,7.8,13.13,12.3,0.1,18.95,0
3146-MSEGF,F,1,1,1,1,2,3,0,2.17,1.42,1.95,1.86,3.16,1.54,0.03,89.25,0
3148-BLQJT,M,0,0,1,0,0,0,0,279.1,124,180.5,108,217.5,104,2,20.1,1
3154-CFSZG,M,0,1,1,2,0,1,0,3.3,2.09,3.03,2.23,3.06,2.49,0.02,88.03,0
3154-HMWUU,M,0,1,1,0,2,2,0,3.68,1.77,2.98,0.8,3.38,1.5,0.02,19.98,0
3156-QLHBO,M,0,0,1,0,0,0,0,96.75,42.5,110.1,45,136.2,55.5,0,24.2,0
3161-ONRWK,M,0,1,1,1,1,2,0,3.5,1.28,2.63,0.87,2.37,1.88,0,65.47,0
3162-ZJZFU,M,0,1,1,2,0,1,1,5.09,2.28,3.24,1.72,4.13,1.85,0.02,90.18,0
3164-AALRN,M,0,0,1,1,1,0,0,49,19.4,50.14,15,54.04,24.8,0.2,69.48,1
3165-HDOEW,M,0,1,1,1,0,0,0,130.5,114,208.4,94,141.6,114,4,45.9,1
3167-SNQPL,M,1,1,1,2,0,1,0,5.08,2.79,4.04,2.79,6.85,2.29,0.05,98.47,0
3170-GWYKC,F,0,0,1,2,0,2,1,2.67,1.05,3.47,1.87,2.96,1.63,0.03,103.95,0
3170-NMYVV,F,0,1,1,0,2,2,0,2.49,1.52,5.54,2.24,5.01,2.3,0.06,18.62,0
3173-WSSUE,F,0,1,1,0,2,3,0,1.54,1.24,1.94,1.52,2.25,1.7,0.03,19.94,0
3174-AKMAS,F,0,1,1,1,2,3,0,4.18,2.13,6.8,2.93,2.83,2.04,0.07,65.42,0
3177-LASXD,F,0,0,1,2,0,1,1,130.1,90,167,128,244.7,80,3,71.4,1
3178-CIFOT,F,0,0,1,0,1,3,0,6.83,4.74,11.69,3.61,7.89,3.96,0,20.79,0
3179-GBRWV,M,1,1,1,1,0,2,0,9.08,4.9,8.74,5.57,10.51,4.9,0.14,63.8,0
3181-MIZBN,M,0,1,1,0,0,1,0,10.97,6.44,8.27,7.5,15.18,6,0.06,19.59,0
3186-AJIEK,M,0,0,1,2,2,2,0,1.68,0.82,3.23,1.24,2.82,1.76,0.03,103.7,0
3186-BAXNB,F,0,0,1,2,0,1,0,261.4,141,215.7,102,271.8,96,1,91.7,1
3190-FZATL,M,0,0,1,0,0,0,0,8.84,6.86,7.36,5.71,13.53,5.86,0.07,19.17,0
3190-ITQXP,F,0,1,1,0,2,2,0,4.41,2.17,3.88,1,4.43,2.52,0.11,19.36,0
3191-CSNMG,F,0,1,1,2,0,1,0,61.13,31.33,89.7,40,67.83,12.67,1.67,79.83,0
3192-LNKRK,M,0,1,1,2,0,0,0,3.82,3,6.14,3.91,6.81,2.74,0.03,85.59,0
3195-TQDZX,M,0,0,1,0,0,1,0,69.87,22.67,48.97,46.67,40.33,43.67,0.67,20.5,0
3196-NVXLZ,F,0,0,1,2,0,0,0,9.76,2.84,8.14,2.32,9.36,4.6,0.12,83.52,0
3197-ARFOY,F,1,0,1,2,0,0,0,11.06,4.84,11.96,4.05,10.53,6.11,0.05,105.65,0
3199-NPKCN,F,0,1,1,2,1,1,1,3.27,1.67,3.37,1.52,3.81,1.42,0.06,112.11,0
3205-MXZRA,M,0,0,1,1,1,3,0,8.03,5.77,8.18,4,6.85,3.77,0,57.96,0
3211-ILJTT,M,0,1,1,2,0,2,0,14.69,6.41,14.26,6.24,13.64,4.59,0,71.42,1
3212-KXOCR,M,0,0,1,0,2,2,0,2.4,1.58,5.43,1.88,5.99,1.5,0.04,21.29,0
3214-IYUUQ,F,0,1,1,2,1,2,0,1.79,1.92,3.56,2.03,3.09,2.31,0,96.08,0
3221-CJMSG,M,0,0,1,1,0,3,1,2.62,5.17,7.1,2.75,11.68,3.25,0.12,52.9,0
3223-DWFIO,M,1,0,1,2,0,1,0,45.85,31.5,48.88,26.5,45.02,23.25,0.25,65.42,0
3224-DFQNQ,F,0,1,1,2,1,1,0,1.93,1.42,3.46,1.76,2.53,1.64,0.02,89.37,0
3229-USWAR,F,0,0,1,1,1,2,0,4.17,2.56,7.89,2.62,7.1,2,0,80.21,0
3230-IUALN,F,0,1,1,1,2,0,0,4.47,2.6,0.94,1.73,2.79,2.31,0.02,78.52,0
3234-VKACU,M,0,0,1,1,0,1,0,93.95,55,98.5,58.5,83.5,54,1,66.2,0
3239-TPHPZ,F,0,1,1,0,2,1,0,14.77,11.83,10.29,7.33,17.77,4.25,0.08,22.05,0
3243-ZHOHY,F,0,0,1,0,1,0,0,11.44,6.19,10.01,6.69,19.49,7.56,0.06,18.51,0
3247-MHJKM,M,0,0,1,0,0,0,1,281.1,88,198,103,94.3,76,0,20.2,0
3253-HKOKL,F,0,1,1,2,1,1,0,3.03,1.35,2.51,1.52,3.72,1.88,0.06,100.86,0
3255-GRXMG,M,0,0,1,1,0,3,0,10.87,3.94,7.02,4.11,8.26,4.83,0.06,41.51,0
3258-SANFR,M,1,0,1,1,0,3,0,29.55,15.83,35.3,17,40.03,18,0.5,46.08,0
3266-FTKHB,M,0,0,1,0,2,0,0,11.25,7.88,15.38,6.65,10.72,6.53,0.06,20.21,0
3272-VUHPV,F,0,1,1,1,0,2,0,24.75,8.75,34.21,15.12,27.24,8.88,0.12,50.19,0
3274-NSDWE,F,0,0,1,0,2,3,0,1.97,1.53,2.57,1.38,4.58,1.16,0.04,21.2,0
3278-FSIXX,F,0,0,1,1,0,0,0,77.4,41,143.85,54.5,104.2,40,1.5,37.1,0
3279-DYZQM,M,0,1,1,0,2,0,0,2.64,1.18,3.81,1.34,2.91,0.96,0.01,19.42,0
3280-NMUVX,M,0,1,1,0,1,3,0,5.39,2.35,7.12,3.38,5.92,2.94,0.12,19.96,0
3282-ZISZV,M,0,0,1,1,1,3,0,5.78,3.94,7.28,3.06,4.76,3.31,0,82.29,0
3308-DGHKL,M,0,0,1,0,2,2,0,2.97,1.3,2.04,1.65,3.95,1.39,0.03,20.98,0
3308-MHOOC,M,0,0,1,0,0,0,0,217.9,71,230.1,116,232.1,110,1,19.2,0
3316-UWXUY,M,0,0,1,2,0,3,0,4.6,1.8,2.96,2.42,4.83,2.16,0.06,94.95,0
3317-VLGQT,F,0,1,1,2,0,1,0,11.95,7.07,13.91,7.07,16.91,8,0.14,80.17,0
3318-ISQFQ,F,0,0,1,0,0,2,0,6.93,5.1,9.95,4.65,10.21,6.85,0,20.65,0
3318-NMQXL,M,0,0,1,2,0,1,0,56.83,35.67,72.4,25.67,75.23,23.67,2,88.93,0
3324-OIRTO,M,0,1,1,2,1,2,0,2.16,1.14,4.05,1.62,3.24,1.2,0.03,102.65,0
3327-YBAKM,F,0,1,1,2,1,0,0,1.39,1.62,1.71,1.47,2.7,1.67,0.05,98.66,0
3340-QBBFM,M,1,1,1,1,1,3,0,4.66,3.31,3.94,3.42,5.3,3.56,0.06,55.36,0
3345-JHUEO,M,0,0,1,0,0,1,0,55.33,35,39.45,22.25,48.12,22.25,0.25,13.93,0
3345-PBBFH,M,0,1,1,1,0,2,0,21.24,13.38,26.18,15.12,25.76,9.88,0.12,49.19,0
3347-YJZZE,M,0,1,1,1,0,3,1,4.86,4.83,7.88,4.1,5.27,3.03,0.03,76.27,0
3348-CFRNX,F,0,1,1,2,0,0,0,4.4,3.14,7.64,3,6.6,3.14,0.18,92.96,1
3351-NGXYI,F,1,0,1,1,0,1,0,10.22,5.5,17.71,5.81,16.38,6.75,0,55.56,0
3352-RICWQ,F,0,1,1,0,2,0,1,28.53,10,25.57,11.56,15.96,9.11,0.33,23.41,0
3354-OADJP,F,0,0,1,1,1,2,0,30.43,9.62,22.76,12.12,32.4,11.75,0.12,55.98,0
3359-DSRKA,F,0,1,1,0,2,0,0,3.41,1.74,2.2,1.43,2.45,1.78,0.02,19.98,0
3363-DTIVD,M,0,1,1,2,2,1,0,2.15,2.04,2.59,1.44,2.14,1.06,0.01,104.3,0
3363-EWLGO,F,0,0,1,0,0,0,0,37.16,23.8,38.46,16.6,40,19.2,0.2,21.92,0
3365-SAIGS,F,0,0,1,2,0,1,0,10.23,6.06,16.26,4.88,11.22,6.65,0,78.19,0
3373-DIUUN,M,0,1,1,0,2,0,0,7.09,2.43,8.58,3.43,7.59,3.97,0.07,23.73,0
3373-YZZYM,M,0,1,1,0,0,0,0,152.3,90,267.5,102,266.9,130,7,19.2,0
3374-PZLXD,M,0,0,1,0,0,0,0,6.39,2.91,6.94,2,3.48,3.53,0.03,19.87,0
3374-TTZTK,M,0,1,1,2,2,1,0,3.73,1.42,2.44,1.62,4.25,3.19,0,105.52,0
3376-BMGFE,F,0,0,1,2,0,2,0,53.02,32.75,52.35,26,41.8,24,0.25,68.25,1
3387-PLKUI,F,0,1,1,0,0,0,0,11.78,5,17.67,6.92,11.4,7.23,0.08,19.33,0
3391-JSQEW,M,0,1,1,1,0,0,0,4,2.48,6.6,1.6,2.89,1.75,0.05,51.46,0
3397-AVTKU,M,0,0,1,1,2,1,0,3.35,3.35,3.9,2.44,5.58,2.49,0.02,59.27,0
3399-BMLVW,M,0,1,1,1,2,3,0,4.73,2.63,2.28,2.24,2.98,1.78,0,61.21,0
3407-QGWLG,M,0,0,1,0,0,0,0,73.67,36,50.33,39.33,59.67,26.67,0.67,25.17,0
3410-YOQBQ,F,0,0,1,1,2,0,0,2.62,2.77,7.91,2.32,7.65,3.71,0,80.55,0
3411-WLRSQ,F,1,1,1,2,0,2,0,88,36,44.07,25,59.23,30.33,1,79.7,0
3413-BMNZE,M,1,0,1,1,0,2,0,120.7,70,307.2,76,203,99,4,45.3,0
3420-ZDBMA,M,1,0,1,2,0,0,0,42.86,25.8,57.96,11,62.5,26,0.2,74.32,0
3422-WJOYD,M,0,1,1,1,1,0,0,9.28,4.07,6.29,3.36,2.76,4,0.04,50.95,0
3423-HHXAO,F,0,1,1,0,1,0,0,9.42,6.64,19.48,7.57,13.77,7.5,0.07,19.43,0
3429-IFLEM,F,0,0,1,1,2,3,0,1.49,1.82,3.64,1.82,3,1.08,0,78.17,0
3442-ZHHCC,M,0,0,1,1,1,3,0,3.54,1.59,2.46,1.34,4.74,1.6,0.04,73.87,0
3446-QDSZF,F,0,0,1,1,0,3,0,33.67,29,73.83,24.5,48.88,30.25,0.5,56.85,0
3450-WXOAT,M,0,0,1,1,0,3,0,4.73,1.76,6.97,1.11,3.28,2.39,0,44.9,0
3451-VAWLI,F,0,1,1,0,2,3,0,3.7,2.77,5.3,2.89,5.85,3.03,0.06,20.87,0
3452-FLHYD,M,0,1,1,0,1,2,0,1.9,5,6.71,3.6,6.52,4.28,0.08,19.81,0
3453-RTHJQ,M,0,0,1,2,0,1,0,29.85,20.5,32.77,22,31.12,19.33,0.17,72.5,0
3454-JFUBC,M,1,0,1,0,2,3,0,1.46,0.91,4.04,1.26,3.12,1.38,0.03,20.53,0
3457-PQBYH,F,0,1,1,0,2,3,0,3.58,1.69,3.63,1.66,1.89,1.97,0.03,20.01,0
3458-IDMFK,M,0,0,1,0,2,0,0,8.17,2.28,8.24,3.68,11.46,3.2,0,19.98,0
3466-BYAVD,M,0,1,1,1,0,0,0,8.75,6.53,10.86,6.47,10.6,7.07,0.13,71.43,0
3470-BTGQO,M,0,0,1,1,0,0,0,5.92,3.24,9.86,4.19,7.5,4.43,0,46.91,0
3482-ABPKK,F,0,0,1,1,1,0,1,7.27,3.57,8.84,3.68,6.94,3.36,0,55.23,0
3486-NPGST,F,0,0,1,0,1,0,0,6.68,2.22,3.3,2.53,4.56,3,0.03,17.24,0
3487-EARAT,F,0,1,1,1,1,3,0,3.34,1.49,3.81,1.34,3.04,1.49,0.03,74.6,0
3488-PGMQJ,M,1,0,1,2,0,1,0,33.33,13.25,33.1,21,25.9,14.88,0.12,75.83,1
3489-VSFRD,F,0,0,1,1,1,3,0,1.93,1.57,4.21,1.95,4.08,2.12,0.04,58.62,0
3494-JCHRQ,M,0,0,1,2,0,1,0,276.1,82,201.1,106,231.3,73,0,70.1,1
3496-LFSZU,M,0,1,1,2,0,1,0,47.55,22.25,41.6,27,54.95,18.25,1.5,73.55,0
3498-LZGQZ,M,0,1,1,0,2,0,0,2.69,1.35,0.93,1.37,2.85,1.97,0.02,18.68,0
3507-GASNP,M,0,0,1,0,2,0,0,1.68,2.02,4.39,1.83,2.29,1.23,0,19.83,0
3509-GWQGF,M,1,0,1,2,0,3,0,8.59,3.29,10.83,3.79,12.15,3.46,0.04,72.19,0
3511-APPBJ,M,0,0,1,2,1,3,0,9.06,3.74,11.03,3.87,12.65,3.74,0.04,99.69,0
3518-PZXZQ,F,0,1,1,1,0,0,0,208.3,106,236.7,123,179.1,120,3,55.3,0
3520-FJGCV,M,0,1,1,2,2,3,0,1.35,1.36,3.17,1.82,3.33,1.54,0.01,112.87,0
3521-MNKLV,M,0,0,1,1,0,0,0,10.97,4.21,9.81,4.88,4.25,6.08,0,48.66,0
3522-CDKHF,F,0,1,1,2,0,2,0,2.16,3.66,4.26,3.12,5.68,1.66,0.03,72.65,0
3523-BRGUW,M,1,0,1,0,1,3,0,5.85,4.31,6.82,5.08,3.71,3.35,0.04,19.39,0
3523-QRQLL,F,0,1,1,1,1,2,0,13.24,4.73,10.65,6,8.71,3.95,0.05,68.1,1
3525-DVKFN,F,0,0,1,0,2,0,0,9.21,3.94,12.02,6.06,8.35,4.24,0.12,21.06,0
3530-CRZSB,F,0,0,1,0,0,0,0,25.16,12.86,24.99,15.14,33.53,19.14,0.14,22.27,0
3530-VWVGU,F,0,1,1,0,0,0,1,6.17,2.73,9.12,6.09,8.75,4.45,0.09,18.2,0
3533-UVMOM,M,0,1,1,1,2,2,0,2.34,1.38,3.55,1.75,2.98,1.76,0.01,69.73,0
3546-GHEAE,M,0,0,1,0,2,0,0,30.89,15.29,30.8,12,19.77,18.14,0,23.63,0
3552-CTCYF,M,0,1,1,2,2,2,0,3.77,1.35,3.38,1.59,3.06,1.38,0.02,104.72,0
3556-BVQGL,F,0,1,1,0,1,0,0,7.06,6.6,7.46,4.5,8.57,3.6,0.1,20.82,0
3563-SVYLG,M,0,1,1,1,2,3,0,2.9,1.43,3,1.57,2.97,1.54,0.04,64.35,0
3566-HJGPK,M,0,0,1,1,0,0,0,186.8,124,261,69,317.8,103,0,45.6,0
3566-VVORZ,F,0,1,1,1,0,2,0,18.53,7.08,13.78,6.33,17.37,8.08,0,42.17,0
3569-VLDHH,M,0,1,1,1,1,1,0,3.28,1.45,4.03,1.17,3.24,1.67,0,75.95,0
3570-YUEKJ,F,0,0,1,1,0,1,0,5.54,2.88,3.65,2.74,6.83,1.83,0.07,49.48,0
3571-DPYUH,M,0,1,1,2,1,3,0,3.92,1.16,4.28,1.98,1.06,1.88,0.02,93.63,0
3572-UUHRS,M,0,0,1,0,1,2,0,3.83,2.93,5.12,2.22,5.07,2.42,0,19.27,0
3577-AMVUX,M,0,0,1,1,0,0,1,259.9,68,245,122,134.4,121,3,55.1,0
3580-HYCSP,M,0,1,1,2,2,2,0,3.04,1.74,2.06,1.42,3.86,1.35,0.01,110.65,0
3580-REOAC,M,0,0,1,1,0,3,0,17.04,10.8,35.05,6.8,29.7,8.7,0,43.54,1
3583-EKAPL,M,0,0,1,1,0,1,0,278,76,176.7,74,219.5,126,0,55,1
3583-KRKMD,M,0,0,1,2,0,2,0,12.06,6.11,13.42,6.17,14.08,5.72,0,76.28,0
3587-PMCOY,M,0,0,1,2,1,1,0,20.78,10.9,12.35,11.2,29.16,11.5,0,106.5,0
3589-PPVKW,M,0,0,1,1,0,0,0,10.38,11.78,28,10.22,21,11.56,0.11,38.69,0
3590-TCXTB,M,0,0,1,0,0,0,0,78.7,98,225.6,102,150.4,106,0,20.4,0
3594-BDSOA,F,0,1,1,0,1,3,0,5.85,4.67,7.8,2.5,8.66,6.46,0,20.12,0
3594-IVHJZ,F,0,0,1,0,0,0,0,125.75,42.5,107.1,49,93.05,35.5,1.5,21.25,0
3597-MVHJT,F,0,0,1,2,0,2,0,5.85,3.48,7.7,3.7,7.05,4.44,0,96.12,0
3604-WLABM,F,0,0,1,1,0,1,0,15.48,11.1,17.15,10.2,22.73,8.6,0.3,58.3,0
3620-EHIMZ,F,0,1,1,0,2,0,0,3.57,2.04,4.22,2.17,2.92,2.31,0.04,19.84,0
3620-MWJNE,M,0,0,1,1,0,0,0,108,55.5,76.85,57.5,113.5,37,0.5,43.65,0
3623-FQBOX,M,0,0,1,0,0,0,0,3.93,5.38,10.69,3,7.79,4.19,0.14,19.83,0
3627-FHKBK,F,0,0,1,2,0,0,0,154,122,329.8,88,288,117,3,75.3,1
3629-WEAAM,F,0,0,1,1,0,0,0,26.7,13.75,29.36,15.12,28.7,19.62,0.25,63.01,0
3629-ZNKXA,M,1,0,1,2,0,1,0,13.36,5.24,11.44,6.24,14.32,7.41,0,103.09,0
3633-CDBUW,M,0,0,1,1,1,1,0,13.92,6.47,13.64,5.41,9.69,5,0.06,85.06,0
3635-QQRQD,M,0,0,1,0,2,3,0,1.67,1.61,3.81,1.26,4.14,1.65,0.03,19.38,0
3638-DIMPH,F,0,1,1,1,1,1,1,13.13,4.23,13.78,8.31,21.68,6.85,0.23,45.59,0
3638-WEABW,F,0,1,1,1,2,3,1,2.52,2.02,3.77,1.6,4.07,1.67,0.02,60.43,0
3639-XJHKQ,F,0,0,1,1,0,1,0,7.57,3.84,11.07,6.16,6.8,6.16,0.11,68.31,0
3640-JQGJG,M,0,1,1,1,0,2,0,15.72,6.77,10.58,8.54,17.38,7.69,0,43.02,0
3642-BYHDO,F,0,1,1,0,2,2,0,2.58,1.34,3.28,1.55,3.5,1.55,0,19.57,0
3644-QXEHN,M,0,1,1,2,0,1,0,14.16,11,16.28,8.08,18.69,8.92,0.08,102.65,0
3645-DEYGF,M,0,0,1,0,0,0,0,179.1,71,190.6,81,127.7,91,3,20.8,0
3646-ITDGM,F,0,0,1,0,2,2,0,3.94,1.38,2.65,1.55,3.28,1.79,0.04,18.78,0
3649-JPUGY,M,0,0,1,1,2,2,0,3.89,1.76,2.49,1.1,2.09,1.07,0.07,86.14,0
3653-NCRDJ,M,0,1,1,0,1,0,1,4.85,1.95,4.03,2.05,6.16,2.49,0.07,18.05,0
3655-SNQYZ,F,0,1,1,2,2,3,0,3.08,1.04,3.26,1.3,2.83,1.43,0.01,114.42,0
3656-TKRVZ,F,0,0,1,1,0,1,0,88.9,35,52.73,29.33,95.9,37,1,55.07,1
3658-KIBGF,F,0,0,1,1,0,1,0,129.2,71,214.1,68,214.9,100,5,54.9,1
3658-QQJYD,M,0,0,1,1,1,3,0,2.86,1.42,2.64,1.74,3.91,1.16,0,75.78,0
3662-FXJFO,F,0,0,1,0,2,0,1,3.02,1.74,5.4,2,1.79,2.06,0,19.18,0
3668-QPYBK,M,0,0,1,1,0,0,0,64.55,68.5,114.25,41.5,104.4,55.5,2,54.1,1
3669-OYSJI,M,0,0,1,1,0,3,0,132.6,125,221.1,67,127.9,101,4,46.2,1
3671-SHRSP,M,0,1,1,2,0,0,0,80.62,26.5,51.15,23.25,46.55,32,0.5,79.8,1
3675-EQOZA,M,0,0,1,0,0,2,0,27.42,20.4,42.16,22.8,38.28,24,0.2,18.72,0
3675-YDUPJ,M,0,0,1,0,0,0,0,23.98,12.5,21.48,11.1,14.33,8.1,0.2,19.31,0
3678-MNGZX,M,0,1,1,0,2,2,0,1.95,1.76,1.79,1.49,2.91,1.24,0.01,20.26,0
3679-XASPY,F,0,1,1,0,0,1,0,154,67,225.8,118,265.3,86,1,19.5,0
3694-GLTJM,F,0,0,1,0,0,3,0,41.92,21.4,45.76,19.2,34.48,17,0.6,18.42,0
3701-SFMUH,M,0,1,1,1,0,3,0,24.11,13.86,31.47,12.43,22.04,16.14,0,73.74,0
3703-TTEPD,M,0,0,1,1,0,2,0,6.8,4.57,8.47,4.57,5.4,5.57,0,67.83,0
3703-VAVCL,M,0,1,1,2,0,3,1,136.65,33,131.8,60.5,82.6,42,0.5,95.05,1
3709-OIJEA,M,0,0,1,2,1,1,0,7.26,2.31,8.36,2.46,8.47,3.85,0.15,84.02,0
3712-PKXZA,M,0,1,1,0,1,3,0,2.71,2.02,2.23,1.56,2.88,1.48,0.05,20.52,0
3714-NTNFO,F,0,0,1,2,0,1,0,4.22,1.78,5.74,1.69,3.23,1.57,0.06,79.73,0
3716-BDVDB,M,0,0,1,2,0,1,0,226.3,95,274.3,109,242.7,119,2,69.1,1
3716-UVSPD,M,0,0,1,1,0,1,0,203.1,96,217,126,180.9,122,3,49.3,0
3717-FDJFU,M,0,0,1,0,2,0,0,60.54,18.6,48.1,23.8,38.78,20.6,0.6,21.38,0
3717-OEAUQ,M,0,0,1,2,0,0,0,37.15,53.5,88.65,58,148.15,45,1,64.6,0
3717-OFRTN,M,0,0,1,0,0,2,0,145.8,108,192.2,89,165.1,96,1,19.8,0
3719-TDVQB,F,1,1,1,0,2,0,0,4.44,1.63,2.61,2.17,2.39,2.54,0.02,19.09,0
3720-DBRWL,M,0,1,1,1,2,3,0,2.67,1.8,4.33,2.16,3.86,2.27,0.06,84.45,0
3721-CNZHX,M,0,0,1,0,1,0,0,9.01,6.73,10.17,5.27,14.99,5.53,0.13,20.31,0
3721-WKIIL,F,0,0,1,0,2,0,0,9.42,4.19,2.92,3.85,5.67,2.56,0.07,20.79,0
3722-WPXTK,M,0,0,1,2,0,1,0,270,102,256.6,111,168.5,104,2,88.4,1
3724-BSCVH,M,0,1,1,0,1,0,0,10.34,9.4,18.93,12.5,22.72,12.5,0.1,24.24,0
3724-UCSHY,M,0,1,1,0,0,0,0,25.47,18.33,40.47,11.17,24.57,12.33,0.17,20.48,0
3727-JEZTU,F,0,0,1,0,0,0,0,162,104,241.2,120,210.4,83,1,20.4,0
3727-OWVYD,M,0,0,1,1,1,0,0,6.12,3.29,4.62,3.34,7.56,2.91,0.09,57.75,0
3729-OWRVL,M,1,0,1,2,2,1,0,2.36,1.45,3.87,1.82,2.8,1.52,0.02,111.48,0
3733-LSYCE,F,0,1,1,2,0,2,0,15.81,4.2,13.71,7.8,13.11,5.67,0.27,74.31,0
3733-ZEECP,M,0,1,1,1,0,1,0,8.54,5,9.11,4.59,9.21,5.68,0.09,56.04,0
3736-BLEPA,M,0,0,1,2,1,2,0,8.78,2.61,8.57,3.11,5.67,3.18,0.11,88.7,0
3740-RLMVT,M,1,1,1,1,1,2,0,2.4,1.03,2.19,1.58,4.3,2.15,0,61.48,0
3744-ZBHON,F,0,0,1,0,0,1,0,44.9,32,78.63,30,86.73,37.67,1,22,0
3750-RNQKR,F,0,0,1,0,0,0,0,18,11.67,18.68,5.75,22.32,9.33,0,20.52,0
3750-YHRYO,M,0,1,1,0,1,0,1,23.13,19.71,28.7,16.29,19.14,19.14,0.14,21.43,0
3752-CQSJI,F,0,1,1,0,0,0,0,7.3,9.31,19.48,6.38,13.47,6.62,0.15,19.58,0
3753-TSEMP,F,0,1,1,2,0,1,0,18.39,6.87,12.63,7.2,14.93,6.2,0.13,92.71,1
3758-CKOQL,F,0,1,1,2,1,3,0,2.63,2.36,4.55,1.34,3.16,1.2,0.05,104.28,0
3764-MNMOI,M,0,0,1,0,2,3,0,5.68,2.09,4.8,2.2,3.9,2.11,0.02,19.74,0
3769-MHZNV,F,0,1,1,0,2,0,0,2.57,2.33,7.8,3.3,6.38,2,0.06,20.32,0
3774-VBNXY,F,0,1,1,0,2,0,0,3,1.52,2.65,1.47,2.6,0.84,0.02,19.97,0
3777-XROBG,F,0,1,1,0,2,3,0,3.31,1.64,4.31,1.62,2.29,1.72,0.05,18.62,0
3778-FOAQW,F,0,1,1,0,1,0,1,7.05,3.42,9.08,6.12,7.67,3.21,0.04,19.04,0
3780-DDGSE,M,1,1,1,1,0,1,0,4.16,4.17,6.3,3.89,7.14,2.74,0.09,78.49,0
3780-YVMFA,F,0,1,1,1,0,1,0,18.51,9.25,21.19,11,26.76,12.75,0.25,70.55,0
3785-NRHYR,M,0,0,1,0,0,0,0,125.4,158,269.1,83,238.6,103,1,19.7,0
3794-NFNCH,M,0,1,1,1,0,0,0,6.4,3.03,4.25,4.23,5.19,4.17,0.03,49.16,0
3795-GWTRD,F,0,1,1,1,2,3,0,3.44,1.37,3.03,1.81,2.98,1.25,0,74.73,0
